alert_type,src_asset_criticality,dst_asset_criticality,user_risk_score,event_count_24h,failed_login_ratio,geo_distance_km,rule_severity,rule_historical_fpr,detection_confidence,is_known_fp_source,hour_of_day,kill_chain_stage,priority,predicted_priority,prob_low,prob_medium,prob_high,explanation
suspicious_process,3,2,6.173069443457995,4,0.0023596295288968,29.212335341190972,4,0.5847049647410107,0.6587315226777282,0,18,initial_access,1,Medium,0.16949835,0.82704544,0.003456214,
suspicious_process,2,1,5.323318328361562,1,0.0009490871578025,1388.456486068175,3,0.5185168517772166,0.6532438275872712,0,11,lateral_movement,0,Low,0.7657961,0.23397352,0.00023035058,
policy_violation,2,3,25.125902470733507,3,0.0568502439703645,21.757373948323107,3,0.12953000004062,0.659617503646148,0,14,exfiltration,1,Medium,0.009059069,0.92288244,0.06805849,
failed_login_burst,3,3,23.12539575526376,3,0.0014350005353955,946.8913985215232,4,0.0431512435749881,0.9153384603045762,0,21,recon,2,High,0.00017285849,0.029673785,0.9701534,
malware_detected,4,2,29.00232440410168,2,0.3221571549294259,1252.4852086921462,3,0.413471559658826,0.1776275525676502,0,1,recon,1,Medium,0.039880596,0.9224659,0.037653532,
failed_login_burst,1,1,19.36882603298164,3,0.0539364535130522,108.72042767501412,3,0.4435095418664898,0.4203822612915718,0,1,exfiltration,0,Medium,0.23058826,0.7644014,0.00501038,
failed_login_burst,2,3,17.0165888610343,3,1.3897160338755564e-05,98.31802538378707,4,0.0796897918748872,0.5701318275706388,0,22,execution,2,High,6.490398e-05,0.024023382,0.9759117,
data_exfil,4,4,9.401241573178904,2,0.1888032727641687,11.498603597646865,4,0.3210378981027021,0.3586093360463618,1,20,initial_access,1,Medium,0.005683145,0.8389298,0.1553871,
policy_violation,3,3,15.814388434496868,1,4.618392869431209e-06,60.03472417313054,5,0.0818112110124745,0.9217576345039242,0,10,recon,2,High,1.4813364e-05,0.0075297165,0.9924555,
suspicious_process,2,3,34.393320676574554,4,0.014850736924383,640.217615943551,3,0.529184221835985,0.5604716670281416,0,6,exfiltration,1,Medium,0.03167437,0.95878947,0.009536153,
privilege_escalation,2,4,21.154316813562684,5,0.0716106846022903,41.4338269489356,3,0.5201039461496797,0.581102943405731,0,22,recon,1,Medium,0.009072153,0.94616085,0.044766992,
privilege_escalation,3,2,31.32494724736755,60,0.9563569241872532,39.29676286737824,4,0.2475927808108075,0.9235039029608696,1,21,execution,2,High,0.0022608135,0.17878926,0.81894994,
malware_detected,2,2,15.619710855299498,3,0.0085027122825261,221.5863800481813,2,0.5038581205391581,0.8285112137141588,0,22,recon,1,Medium,0.12670976,0.86409086,0.009199357,
failed_login_burst,5,1,13.919910987405489,6,0.1856056790212403,2004.8496340159968,2,0.0703935834636458,0.6748392931634771,0,0,exfiltration,2,High,5.0352437e-06,0.002537713,0.9974573,
failed_login_burst,1,2,67.85613035128138,1,0.0008277197638659,9.6782031441885,2,0.5928164653384784,0.564524995886662,0,3,initial_access,0,Low,0.8188687,0.17967618,0.0014551592,
malware_detected,4,3,12.403310716770774,3,0.1717507263075327,723.937339961639,3,0.3071255912369679,0.4777577788731861,1,7,execution,1,Medium,0.0065677683,0.83150524,0.16192704,
failed_login_burst,3,2,8.454192807406619,1,0.0494851864875708,613.3317577823054,2,0.0208577435319945,0.8796469829988582,0,11,initial_access,2,High,0.014590464,0.30609554,0.679314,
data_exfil,1,4,8.789477278025107,3,0.2866242289724734,112.32476182142132,3,0.2604489701690778,0.5654769079756142,0,22,recon,2,High,0.00052365795,0.29661143,0.7028649,
malware_detected,2,1,6.516688492367882,3,0.1027169293475842,69.66651287203561,2,0.3086726866498231,0.1207101748926353,0,8,execution,1,Medium,0.03821538,0.8965184,0.06526618,
policy_violation,3,1,11.504713813384289,3,0.0536252534818771,2037.667733746488,3,0.5198034026257078,0.3508924214382005,0,4,initial_access,1,Medium,0.43903297,0.55890524,0.0020617966,
policy_violation,1,4,34.59493360683933,4,0.1671524515560155,589.786263442843,3,0.4741421993609104,0.2881617264364531,0,11,initial_access,1,Medium,0.17480215,0.82319105,0.002006778,
privilege_escalation,3,2,21.131286370092948,1,0.4621235324033086,21.259055038848384,4,0.2573216698131821,0.5806969432703847,0,7,execution,2,High,4.0543753e-05,0.03410721,0.9658522,
policy_violation,2,4,14.27353560597007,2,0.0226116251999054,1757.3123296792176,2,0.1483081791019501,0.6073069769169742,0,18,execution,1,Medium,0.0024232238,0.65218234,0.34539443,
policy_violation,1,2,13.088461210453405,2,0.0001419513438481,58.90471945228524,4,0.106659173728413,0.9000863889531188,0,7,initial_access,1,Medium,0.03404382,0.9025589,0.063397266,
privilege_escalation,3,3,31.57886814662479,2,0.0105956246524052,26.35312045689304,4,0.4317029064062656,0.3502026914303544,1,11,initial_access,0,Low,0.8215689,0.17709772,0.001333354,
privilege_escalation,5,2,7.744824669801252,5,0.0126628949833517,10.982644319091484,3,0.2719202652151657,0.5372410287725294,0,4,recon,2,High,5.6762e-05,0.014651886,0.98529136,
data_exfil,1,3,8.750385635421651,22,0.729649231510037,101.25803077850983,3,0.2847477358209876,0.7984921344090056,0,17,initial_access,1,Medium,0.0041666003,0.7595151,0.2363183,
failed_login_burst,3,2,39.906937805026736,3,0.4999257386543771,127.29378980208604,2,0.0312433627188935,0.864786896930265,0,5,execution,2,High,0.00071658456,0.045753367,0.95353,
failed_login_burst,3,2,27.22048132633064,1,2.4869686282097264e-05,961.1818178074084,4,0.454195466243851,0.2701490531365266,1,0,initial_access,0,Low,0.9688372,0.03112453,3.833921e-05,
failed_login_burst,4,4,33.47184328774684,1,0.0387799032493883,124.44130094503484,3,0.5899851984639757,0.5509694168303155,0,15,exfiltration,1,Medium,0.008220485,0.9229962,0.06878328,
policy_violation,3,5,15.031181768841511,2,0.1871735585126198,141.4591122110021,3,0.1270885147045505,0.2275783397958528,0,10,exfiltration,2,High,0.00013167123,0.0909143,0.9089541,
data_exfil,5,2,33.84803075916334,4,0.242290910600254,263.6297743847843,3,0.3821907791458405,0.468744325619003,1,5,execution,2,Medium,0.0015073435,0.8634473,0.13504532,
policy_violation,2,3,7.172415623099919,2,0.0012021766034323,75.5640693788811,2,0.2501676972068657,0.2224438621744175,0,23,recon,1,Medium,0.09880391,0.8995413,0.0016547675,
policy_violation,1,2,1.551935037164112,4,0.1172307629512883,0.212457994732797,3,0.2302785116343398,0.4173137815145407,0,11,exfiltration,1,Medium,0.1024638,0.8865461,0.010990171,
malware_detected,2,5,21.775600611633475,7,0.0850182768832188,77.69337562590277,3,0.3352411333437304,0.309899183010989,1,2,exfiltration,2,High,0.0012331514,0.4876712,0.51109564,
malware_detected,3,4,24.158129896648184,2,0.1493309943651661,903.4470737655683,3,0.2111001646986391,0.303044707079335,1,7,lateral_movement,1,Medium,0.069122,0.914022,0.016855936,
failed_login_burst,2,2,36.02445923484691,3,0.0132281382985621,91.92293363441802,2,0.2255256530027795,0.3640219062869622,0,15,exfiltration,1,Medium,0.08889018,0.8974964,0.013613461,
failed_login_burst,4,1,55.27816325942045,16,0.7379094471658483,22.88370829554209,3,0.0194917729162598,0.8284041124463116,0,1,execution,2,High,1.9292036e-06,0.0005205612,0.99947757,
data_exfil,1,2,13.856442558227847,1,0.265924367985674,166.44034228571053,4,0.2687505362029324,0.3434340317262999,0,1,recon,1,Medium,0.04034268,0.86094797,0.098709345,
malware_detected,3,2,27.035309373785,0,0.0116201312630953,34.34250116500683,2,0.499940788980059,0.6668477437370253,0,9,initial_access,1,Medium,0.052597035,0.93637466,0.011028266,
malware_detected,1,2,14.025502560526617,1,0.0172224731200766,49.83704083406183,3,0.0441828399293941,0.7371625964632366,0,5,initial_access,2,High,0.0012955789,0.11169358,0.8870109,
policy_violation,2,1,0.7644745983341719,4,0.0044287245460665,872.2733067308324,3,0.2624872969777929,0.2866359895661619,0,21,recon,0,Medium,0.49375066,0.5049153,0.0013340064,
data_exfil,3,2,17.639136209201006,4,0.0017021434819246,109.7483371139285,3,0.5485860158856173,0.3881620633848486,1,16,execution,1,Medium,0.108585075,0.8814289,0.0099860495,
malware_detected,2,3,7.875006445235419,3,0.0933867334208578,19.98376832051267,4,0.3848873333338657,0.4185715299444056,0,17,initial_access,1,Medium,0.0011655192,0.84054035,0.15829414,
malware_detected,4,2,37.77050369798817,2,0.2243039690973251,81.09412193121376,2,0.3742366828685873,0.5248443654396415,0,19,exfiltration,2,High,4.800737e-05,0.15849328,0.84145874,
privilege_escalation,2,2,15.01613450625472,4,0.0644440536458857,119.15256082013956,3,0.2442827301102242,0.5719556875153897,0,23,execution,1,Medium,0.0038561784,0.50900394,0.48713985,
failed_login_burst,5,2,10.814956144816811,4,0.0773577994097297,47.92255844465603,2,0.3283197786572893,0.3901192669589191,0,19,initial_access,1,Medium,0.008181672,0.88023067,0.11158764,
malware_detected,2,3,5.595730044904848,4,0.0951749066202006,1042.8882893097964,4,0.0682453950994523,0.2674008021856015,1,8,execution,2,High,0.0031364185,0.13149977,0.8653639,
failed_login_burst,2,2,25.633316313504988,3,4.527826487938994e-07,45.381700671709886,2,0.5524371727278743,0.1434046468957725,1,15,execution,0,Low,0.99243075,0.0075674267,1.8560451e-06,
malware_detected,1,3,58.91722568151236,3,0.0865760513306607,22.6586639626852,1,0.3639047964583363,0.3876078737922852,0,11,initial_access,1,Medium,0.029982664,0.95249575,0.01752157,
suspicious_process,3,3,8.258254515822253,2,0.2954572755375168,1225.6832077941538,2,0.5383328671525991,0.2605965874713654,0,4,recon,0,Low,0.90635496,0.09360322,4.179274e-05,
failed_login_burst,4,2,13.844542725608504,5,0.0242663425638549,81.62103188840364,4,0.0225030105139251,0.2985097131911331,0,4,initial_access,2,High,0.0005266479,0.03582502,0.9636483,
failed_login_burst,5,4,50.30363377817984,4,0.0933871082527419,1692.6004722898742,4,0.2671594815252191,0.614289076369478,1,16,initial_access,1,Medium,0.017287757,0.84731114,0.13540116,
privilege_escalation,4,4,66.02971304300523,2,0.0528111977800649,220.10553058480463,2,0.2923578945099224,0.5638108836920679,0,13,execution,2,High,1.2090358e-06,0.0034553937,0.99654335,
privilege_escalation,2,2,14.654488418280142,4,0.2989000751396108,52.63070012392679,4,0.4954613126125343,0.6123930480893818,0,15,lateral_movement,1,Medium,0.070661835,0.9005054,0.028832708,
data_exfil,3,1,41.4374953071888,2,0.1524269558861637,389.3247914988736,2,0.0793413376873134,0.5151150504213478,1,23,initial_access,1,Medium,0.025641104,0.8859633,0.08839559,
malware_detected,3,1,40.09345906398586,3,0.0021377374300942,54.53883550435816,4,0.4175925154171817,0.7637744955960983,0,21,recon,1,Medium,0.003585784,0.89119685,0.10521736,
policy_violation,1,5,13.597030343553737,3,0.0407231418001724,152.06252546603798,2,0.3205814110010515,0.0907784305795573,0,13,recon,1,Medium,0.04615294,0.9201488,0.0336983,
data_exfil,3,3,1.427419953362376,1,0.0351620175935756,83.38875628340874,2,0.2892412198326801,0.6215124731970539,0,7,execution,2,High,0.00017707779,0.3237404,0.6760825,
malware_detected,2,3,37.1562550860809,1,0.1630603206812007,891.9661598343542,4,0.1096330675618569,0.6531286977897243,0,20,recon,2,High,0.00016926354,0.30683404,0.6929967,
policy_violation,4,3,12.438603998012177,0,0.0129919822744941,2011.684068773225,3,0.5406357026169085,0.738719331033803,1,20,initial_access,0,Low,0.6464183,0.35276085,0.0008208831,
failed_login_burst,3,3,19.985954253318347,2,0.0124909784373772,42.76927917967702,4,0.4054843069072512,0.5819446521786581,1,10,execution,1,Medium,0.4327109,0.5658455,0.0014436229,
failed_login_burst,2,3,7.942122198768578,1,0.1303598099555935,109.27986220522163,2,0.0119359237811279,0.4315276576940242,0,22,execution,2,High,0.001571083,0.18134128,0.81708765,
failed_login_burst,5,3,23.037497562863667,2,0.0592528455344906,38.560002907555,4,0.5702925394833658,0.6400834529872035,1,10,initial_access,1,Medium,0.40855044,0.588778,0.0026715826,
policy_violation,2,3,22.91799131528495,4,0.2051952451616221,183.05420677290175,3,0.2830581948308427,0.4464774114987799,0,16,execution,1,Medium,0.008174607,0.9661804,0.02564507,
malware_detected,3,5,56.05141724260231,2,0.1715161523824975,27.34043384211486,1,0.3802283006687236,0.9277911564953276,0,13,exfiltration,2,High,6.438042e-07,0.0014178039,0.9985815,
failed_login_burst,4,2,39.78235918023464,4,0.3340154502095594,19.767305205055383,4,0.3639533122551693,0.5395928600411827,0,22,recon,1,Medium,0.007637573,0.77437663,0.21798584,
malware_detected,2,3,9.151002294153086,3,0.2385717927145439,15.44490831493534,1,0.2422640910504909,0.6972302742240203,0,20,recon,1,Medium,0.013939626,0.95556676,0.030493682,
failed_login_burst,1,3,32.278087625047455,2,0.086127510711175,92.7918552179215,4,0.2745801338771367,0.9001512862192733,0,0,initial_access,1,Medium,0.0044280323,0.85007966,0.1454923,
data_exfil,4,3,35.952487778799416,1,0.0359922884779155,621.9175315341678,4,0.0371189815916056,0.6780661953774341,0,11,recon,2,High,1.0398569e-06,0.00038529295,0.9996137,
malware_detected,2,4,13.397089741905951,4,0.0743762771701209,41.91740665881839,3,0.4695718849835171,0.2450638301867416,1,8,recon,0,Low,0.770123,0.22944029,0.00043669442,
privilege_escalation,4,2,13.904330196830816,3,9.187859302686126e-05,26.23832923418217,2,0.0742437482395906,0.3052356816072616,0,7,initial_access,2,High,0.00046217526,0.03497049,0.96456736,
privilege_escalation,3,3,9.674164795411244,3,0.0075834514244548,43.37909150977272,3,0.3670304223895932,0.3641155197736009,0,6,exfiltration,2,High,0.0019675677,0.35322,0.64481246,
data_exfil,4,2,28.11643706694678,5,0.0006435413351624,105.32371250350312,2,0.5248683584251075,0.1260016258205044,1,11,recon,0,Low,0.7806404,0.21902116,0.00033840528,
privilege_escalation,2,3,23.56654402504091,9,0.1072081921170891,16.710971382982457,3,0.5387242861732567,0.5381067832752818,1,22,execution,1,Medium,0.092909195,0.89764947,0.00944129,
failed_login_burst,1,3,48.22507399765292,4,0.0502522081800229,92.18289670699708,2,0.4692236573911977,0.4026595226641409,0,13,execution,1,Medium,0.20495771,0.792442,0.0026002566,
failed_login_burst,4,2,1.2479322893784044,1,0.302670557320624,3.523469732101323,2,0.029079278452749,0.2421018851909654,0,13,initial_access,1,Medium,0.014028724,0.5941016,0.3918697,
suspicious_process,3,5,25.098344342957628,3,0.0838114617082595,87.04311207408045,4,0.3368642611297909,0.1887935531064062,1,11,lateral_movement,1,Medium,0.07776361,0.90903366,0.013202782,
suspicious_process,3,3,53.74954579519683,4,0.1586862642063303,33.14840887860547,3,0.4834190844759886,0.6270226737925371,0,23,exfiltration,1,Medium,0.0021272136,0.9672838,0.030588979,
data_exfil,3,2,15.243074644916229,4,0.0334366114324642,863.1365099496851,4,0.1138072324149142,0.6912696877652147,0,17,execution,2,High,2.638554e-05,0.019549524,0.98042417,
privilege_escalation,2,3,6.250150041121098,2,0.2858092281648327,61.66391352916034,4,0.2126169906924482,0.796599903015481,0,3,exfiltration,2,High,2.199007e-05,0.038206004,0.96177197,
suspicious_process,2,2,11.964905576435,3,0.0332028689605725,1246.432825253096,2,0.4829223840124429,0.3929482734119134,0,22,execution,0,Low,0.5634752,0.43189505,0.00462982,
policy_violation,1,4,39.490956250470944,0,0.0004413756039442,26.99740254441842,2,0.5608491326657399,0.6165538752958082,1,9,recon,0,Low,0.93701804,0.06296991,1.2108388e-05,
policy_violation,1,4,3.622176853724572,1,0.2814600581209802,1059.9572538552784,2,0.0379001269701144,0.6696320120004572,1,12,initial_access,1,Medium,0.09496664,0.82947445,0.07555891,
malware_detected,2,3,6.025095662633557,4,0.0099494339141783,34.61833547885776,2,0.2314897657536999,0.3229239481730779,0,8,execution,1,Medium,0.0012427361,0.68508714,0.31367013,
privilege_escalation,2,2,39.48838569524214,5,0.0391298736251098,665.0040187187618,4,0.1076549663513559,0.0976407358280116,0,4,recon,1,Medium,0.05503724,0.91569644,0.029266367,
failed_login_burst,3,3,6.827783408356744,2,0.2402568674820031,1.2367207821654047,2,0.5737282899016662,0.7232248067788829,0,2,lateral_movement,0,Low,0.61005753,0.38969526,0.00024718407,
suspicious_process,2,3,46.09443022238048,4,0.1421286151549283,37.37263795346825,4,0.5414103204561819,0.8198311211066193,0,8,exfiltration,1,Medium,0.021046564,0.9213058,0.057647612,
malware_detected,3,2,45.83637532197975,2,0.0043724621182236,55.50028824337072,2,0.2165419111085797,0.4107868742597932,0,22,recon,2,Medium,0.013678589,0.87133014,0.11499123,
failed_login_burst,3,2,37.24552060940891,3,0.0463906581205806,30.32817389722461,2,0.2404266514749916,0.4595881777946611,1,20,initial_access,0,Low,0.90237325,0.09759252,3.4204393e-05,
privilege_escalation,3,2,16.37264507421517,4,0.0001009414374805,1325.2805363473922,2,0.4431014823046514,0.165098969813702,0,3,execution,1,Medium,0.08673914,0.8522822,0.060978618,
malware_detected,3,2,9.103732317829309,1,0.1450804770458826,134.3391264899954,2,0.0337635824769024,0.8364764885683836,0,16,initial_access,2,High,9.986168e-05,0.06483751,0.93506265,
failed_login_burst,3,3,50.40165261681805,3,0.0844734534076778,1046.3612121431222,4,0.0916121878494936,0.5435222399805654,0,13,recon,2,High,0.0003318437,0.03685834,0.96280986,
suspicious_process,5,3,20.992941145636305,3,0.0343582917816149,2195.525250691099,2,0.3530523758288734,0.8962345037776229,0,1,lateral_movement,2,High,0.006558395,0.20697509,0.7864665,
policy_violation,4,2,32.89654049476206,1,0.0016439305342728,50.86198544427341,4,0.0652046788385742,0.2977746304426418,1,10,execution,2,High,0.008642197,0.218556,0.77280176,
policy_violation,2,1,3.8610092436300234,1,0.0237029175669093,6.7482411028724085,2,0.2436028350350203,0.3428965179331223,0,22,recon,0,Low,0.736366,0.2629813,0.0006527322,
malware_detected,3,3,63.2420178878632,3,0.105963169737525,549.7246059128476,2,0.5156766839276653,0.309866399305259,0,4,execution,1,Medium,0.0029433519,0.8335231,0.16353358,
data_exfil,4,3,15.871541722290578,1,0.0226764663253381,184.9455092709808,3,0.3347977583965445,0.3911031566456551,0,14,execution,2,High,6.6874086e-06,0.05719657,0.9427967,
malware_detected,3,2,12.289496830568735,2,0.0787510594060698,2.64169126494109,2,0.2497032365503946,0.7618348667552067,0,20,exfiltration,2,High,0.0005571514,0.21237937,0.78706354,
data_exfil,1,4,20.95334195224562,6,0.0057174117178183,5.886978886369042,3,0.0266805677920812,0.5472782362132439,0,8,recon,2,High,0.00015294252,0.017003883,0.9828432,
failed_login_burst,2,1,56.52232733679888,2,0.009255514177341,115.0847239735956,3,0.4962112952541586,0.700885627156801,0,11,initial_access,1,Medium,0.15975682,0.8319031,0.008340057,
malware_detected,5,5,19.627307274204306,3,0.0014951124714797,90.93122862993934,2,0.2942957506660245,0.7870072288390443,0,9,initial_access,2,High,2.4955625e-05,0.06276046,0.9372146,
failed_login_burst,3,2,41.426983083641375,1,1.0485378474369502e-05,17.344274809299186,4,0.0492781405049916,0.5480426951004118,0,13,recon,2,High,0.0029961357,0.12757166,0.8694322,
malware_detected,4,2,2.7056891785293344,3,0.022917992089038,50.10089377587372,4,0.2002824002094848,0.338265421469515,0,23,recon,2,High,2.842254e-05,0.047850654,0.9521209,
privilege_escalation,3,2,2.131398499821593,1,0.0034755506716817,27.93424319950352,1,0.356374442262204,0.4757829695133636,0,21,recon,1,Medium,0.021813037,0.9562635,0.021923527,
failed_login_burst,5,5,39.59832059099192,3,0.0048473549278899,757.9246075521082,3,0.5441449225399495,0.9002839792866656,1,7,recon,1,Medium,0.078588955,0.9208105,0.00060053606,
failed_login_burst,3,2,12.721440723886063,1,0.1382398485892663,21.15650580486177,4,0.5299995411377614,0.6881795531184893,0,2,initial_access,1,Medium,0.090289176,0.9022494,0.0074613793,
malware_detected,3,2,20.078892698670625,4,0.0592764050610912,2319.060095781098,3,0.4580500269971228,0.3810976018287303,1,17,recon,0,Low,0.8632768,0.13602248,0.0007007538,
failed_login_burst,4,2,61.29451982591911,0,0.2037423813616624,1169.053778950999,3,0.5777731226562601,0.2439538808590254,0,19,lateral_movement,1,Medium,0.07570688,0.91391635,0.01037676,
suspicious_process,1,4,16.747447605725093,3,0.0011665487447191,735.7762847175599,3,0.0885399368790516,0.7860076341097304,0,7,recon,2,High,0.00024116701,0.064626485,0.9351324,
malware_detected,3,4,38.0284876583339,2,0.0219319710824432,27.415065710824443,2,0.3526275356926039,0.157810795126859,0,23,lateral_movement,1,Medium,0.0025518527,0.95820373,0.03924438,
privilege_escalation,1,4,12.723366086158936,4,0.0048979616475979,1839.0191155107009,3,0.0654398937443047,0.4524550004052352,0,0,execution,2,High,1.8710696e-06,0.000293877,0.9997042,
malware_detected,1,1,23.626440285286968,5,0.1128740805676319,25.947281677577934,2,0.4330985830488982,0.2984860368613158,0,1,recon,0,Low,0.89235944,0.107348,0.0002925409,
failed_login_burst,3,2,3.617087367548472,5,0.1256213365399383,27.47044433399149,5,0.1458890547241676,0.8777768801870214,0,23,recon,2,High,0.009112204,0.22966233,0.76122546,
suspicious_process,3,1,44.23743374306712,2,0.0018256241266615,29.437595393399626,2,0.4029457368533672,0.4862625090358172,0,0,initial_access,0,Low,0.886915,0.11299617,8.885497e-05,
malware_detected,1,4,43.13943731397954,4,0.0091285252745546,92.73684996177856,2,0.1030941537118907,0.4748675022753094,0,17,recon,1,Medium,0.0025311268,0.6173313,0.38013753,
policy_violation,2,3,44.75341630686744,3,0.1337503063857921,14.790480731467012,3,0.3044317066118991,0.6972676732776406,1,5,execution,0,Medium,0.22529073,0.77180654,0.0029026887,
failed_login_burst,4,1,4.122386999341634,3,0.0029087610523032,138.2772080152886,3,0.1391605279894174,0.4906458046181627,1,23,execution,1,Medium,0.06893032,0.8726001,0.058469646,
malware_detected,4,2,35.25469292740199,3,0.0025595381749124,12.160151243985135,4,0.0819974327249752,0.4664515897187092,0,1,initial_access,2,High,8.998382e-07,0.001980582,0.9980185,
malware_detected,2,1,40.10589513189349,23,0.5616101669293133,210.295444749974,3,0.3439555618607255,0.4820763449843712,0,23,initial_access,1,Medium,0.013923779,0.96674705,0.01932916,
suspicious_process,4,3,8.387929995896064,27,0.6246699185562545,111.11006340167722,2,0.1275757572673955,0.4830017221081806,0,10,initial_access,1,Medium,0.010680053,0.9726461,0.016673857,
malware_detected,3,5,30.357962102409548,3,0.0075400981125342,29.702560951066346,2,0.4697976371451893,0.6260490702711698,0,12,lateral_movement,1,Medium,0.003241414,0.8930013,0.103757255,
malware_detected,2,4,29.08408111530548,37,0.6670404048367397,55.04870083964176,2,0.3366506452390444,0.5320672819596711,0,23,recon,1,Medium,0.00070578407,0.7779357,0.22135857,
privilege_escalation,4,5,0.4413216405176411,1,0.2473396585016818,56.16511878312316,2,0.3557668425629565,0.7760752557454391,0,13,recon,2,High,4.8316935e-05,0.10596549,0.8939862,
privilege_escalation,5,5,10.362261290601138,3,0.0097737870541853,21.249581177233868,2,0.5446496712994513,0.4762905697397026,0,17,execution,2,High,0.0010365264,0.19413374,0.8048297,
malware_detected,2,4,18.95619301000253,1,0.0021678853784972,1.037702562702667,2,0.4464582714100849,0.7529343277508461,0,8,exfiltration,2,High,0.00059089344,0.29614878,0.7032603,
