alert_type,src_asset_criticality,dst_asset_criticality,user_risk_score,event_count_24h,failed_login_ratio,geo_distance_km,rule_severity,rule_historical_fpr,detection_confidence,is_known_fp_source,hour_of_day,kill_chain_stage,priority
malware_detected,1,3,11.97793381511058,43,0.4812734148259155,21.03802252380644,3,0.4664591397144266,0.3699287167288632,0,7,exfiltration,1
privilege_escalation,2,1,50.39843238790692,2,0.0486236937846612,46.70098803133013,2,0.47062182553461,0.1131485718209137,0,23,execution,1
failed_login_burst,2,1,37.63500932341565,1,0.0218273515187326,105.70091345538006,4,0.0907550339661711,0.656884553799719,1,1,recon,1
malware_detected,2,3,31.280119079897077,4,0.1572967127650191,1014.5508055877688,4,0.3567561635477415,0.1844188464343219,0,21,exfiltration,2
policy_violation,2,1,32.26211589739138,4,0.0202804584755681,1241.633351468969,4,0.5730423328932843,0.3094639788124716,1,20,recon,0
failed_login_burst,2,4,8.420885737589709,7,0.0400499120385088,18.58071895385679,3,0.2746950839000399,0.5542553400712333,0,18,recon,1
policy_violation,3,2,64.45490986381968,1,0.6143839961377825,846.870286010765,2,0.5546974429608174,0.2520632034185061,0,22,initial_access,0
malware_detected,4,4,37.23253217398539,4,0.0141776576680647,1110.3363693230658,4,0.2034980281185787,0.4638005511804397,0,6,recon,2
failed_login_burst,2,2,2.7579202468766173,5,0.0017523901131755,27.47375939740034,4,0.2431210370669889,0.6728072983360636,0,7,recon,1
privilege_escalation,5,2,26.173977991159692,46,0.6258797055227404,1472.6560361814622,3,0.2042182504146553,0.6696266473680745,0,11,recon,2
failed_login_burst,5,4,69.07447307930337,4,0.0108314334977241,682.1739169077639,2,0.2263762843527676,0.3339785064009596,0,10,recon,2
privilege_escalation,3,2,31.77591805153912,4,0.2936612498780214,891.7934853085123,3,0.4486248417332997,0.4558285406327655,1,4,initial_access,0
policy_violation,4,4,26.26236296187227,2,0.3312598281875221,9.2458863364585,2,0.02574864197327,0.174766179033188,1,18,exfiltration,1
suspicious_process,2,3,20.469466040261626,3,0.1763363836761169,1725.3541957823572,2,0.061813495067425,0.2066159721902183,1,14,exfiltration,1
privilege_escalation,2,3,18.844025168410123,2,0.00295264282025,64.31012703012492,3,0.1051149634647344,0.4548528310657644,0,7,exfiltration,2
malware_detected,2,3,29.88296695145893,2,0.0012067359047129,1284.9293330797764,3,0.3049406275417821,0.7244619133179242,0,4,exfiltration,2
policy_violation,3,3,51.20641745110518,3,0.122238663174685,476.50031356527626,3,0.3987307056569364,0.1818833665868642,0,17,execution,1
policy_violation,4,2,28.23416287299375,2,0.1696879769797914,21.737652734724072,4,0.4094421649197012,0.5614257443657076,1,4,recon,0
failed_login_burst,2,3,21.123280500934044,2,0.063969255432564,969.4357016368124,2,0.409720643270018,0.6325498123978333,1,20,lateral_movement,0
data_exfil,4,2,33.38569782986546,2,0.0072056235641268,43.26139478397236,2,0.2341726936791898,0.6735591013577471,1,17,exfiltration,1
suspicious_process,3,4,26.547598297321333,1,0.0508830520257408,1066.8196629624767,4,0.2529063099755026,0.170828909158568,1,18,lateral_movement,1
failed_login_burst,2,3,15.937609339891502,3,0.00343108874085,18.504561246953138,2,0.2963524313590352,0.8125129151439574,0,10,execution,1
malware_detected,1,4,28.97231898176156,2,0.0536676991080031,94.86871948454646,2,0.0943423763615263,0.378253726173581,0,17,recon,2
failed_login_burst,2,2,16.080201362525806,1,0.1263937377346798,102.32803246258308,3,0.2239908298995769,0.5116923304920434,1,16,recon,0
failed_login_burst,5,2,21.90819585376404,0,3.108050853572537e-05,120.97386365247247,4,0.3238002823258327,0.3383205560592466,1,6,execution,1
failed_login_burst,2,3,22.131889825442457,1,0.1636471856580754,597.3321323634661,2,0.5470032996088436,0.5409557116393746,0,14,execution,1
suspicious_process,3,4,26.84366284365453,2,0.0800959078478809,1427.854892602562,2,0.0844198284412452,0.6580710659287073,0,15,exfiltration,2
privilege_escalation,1,1,10.13397699194102,9,0.0707476137014555,603.1176090516641,2,0.3214146468187481,0.8360777082600562,0,7,exfiltration,1
suspicious_process,2,2,9.06562212547678,3,0.0149903081189703,60.194505839510185,2,0.3186405940462705,0.3815888417688071,0,8,initial_access,0
malware_detected,5,5,36.88411288180564,5,0.103510425401506,82.28580389251789,3,0.5194145645295192,0.5014778555346683,0,19,initial_access,0
failed_login_burst,1,4,16.1311005415372,2,0.0639789493522138,37.84245285492811,4,0.1416261636885925,0.9106474709690322,0,5,recon,2
policy_violation,3,2,12.941805649627176,3,0.2998036857639048,29.74178836603305,5,0.2808597316855907,0.4930306571900084,0,9,execution,2
privilege_escalation,3,4,38.28036096075647,2,0.0018367397980044,859.6704282977372,2,0.4683594742728963,0.1574115225559926,1,23,initial_access,0
failed_login_burst,2,4,8.029733209415323,4,0.1111654150785984,2894.226781524601,2,0.0473323054270615,0.4319402156057958,0,22,lateral_movement,2
privilege_escalation,3,1,39.99985539389589,58,0.5300256112512141,57.76801244152183,3,0.0238431877501476,0.6410392149035677,1,11,recon,1
policy_violation,2,3,39.058533398197206,3,0.0224497889722742,78.16971971281777,2,0.0225625927043798,0.2862016493874518,0,23,recon,1
malware_detected,4,3,17.349426942633922,6,0.2197476282266131,81.61451212104949,2,0.5170612235629556,0.5375247154076249,0,3,execution,1
privilege_escalation,1,1,4.636550952341941,3,0.3695001498532125,43.79138278531511,3,0.3947230180109264,0.436082388001497,0,2,recon,1
malware_detected,4,4,46.74195775322661,2,0.041403358223801,47.17027339768537,1,0.2018927215190509,0.2184100484116584,1,6,exfiltration,1
privilege_escalation,2,3,30.985091728846008,2,0.0019680063603223,45.93956621611896,2,0.4291503910953342,0.5884629582907177,0,21,recon,1
privilege_escalation,3,3,8.733282632494577,5,0.0861050869007609,854.4222704326678,4,0.5476789777598395,0.6555985483634603,0,22,exfiltration,2
malware_detected,2,3,27.42537170714828,2,0.1609369030535777,1925.8731598727804,4,0.3466411430628155,0.3674977373421308,1,15,recon,1
privilege_escalation,3,4,11.510585667474944,3,0.0600287078853996,111.50974491595416,2,0.3445274993613904,0.6107601796942529,0,3,execution,2
failed_login_burst,2,3,13.34549929582314,4,0.0284145465625617,122.95085026136609,3,0.1383654048232045,0.8691241729632089,1,20,execution,1
data_exfil,3,2,7.1106972302883165,2,0.1361672616363403,12.604560737992204,4,0.3937144091074815,0.3455159917296189,0,5,lateral_movement,1
data_exfil,3,4,13.532257807155029,1,0.0692521984405719,17.10439712399088,3,0.5132136540356756,0.5596632570031346,1,7,lateral_movement,1
malware_detected,4,4,11.854980890343052,4,0.0073013792345997,57.85222946843738,3,0.4988222343249196,0.7075002913483047,0,12,recon,1
privilege_escalation,2,4,2.9391305582673555,4,2.5182386080039534e-05,167.01727357465867,2,0.5004256464861957,0.6486864646412798,0,5,initial_access,1
failed_login_burst,3,2,32.18174314840394,2,0.0223588927938558,44.59399784923093,1,0.5955126715620951,0.3507113072936897,0,7,execution,0
failed_login_burst,4,2,25.668752865197337,7,0.0016766552743125,190.46047253779227,2,0.2388457555995026,0.8993616604831118,0,19,initial_access,1
suspicious_process,1,2,26.83802065333557,4,0.0246456209174017,812.9171669507737,2,0.5289591934486925,0.0991034905215632,1,3,initial_access,0
privilege_escalation,3,3,20.85026154163113,58,0.5754321257089472,31.83959649265144,2,0.283868530915464,0.8308826334744693,1,17,recon,1
privilege_escalation,1,4,48.10468054513087,5,0.0843333214750755,35.30924584058507,2,0.2219453165058885,0.2690188069433828,0,13,exfiltration,2
suspicious_process,3,3,10.861191281390504,2,0.0797221673259451,1215.8215589483063,4,0.0618362283076628,0.6105243178485518,0,22,lateral_movement,2
malware_detected,3,1,28.452586538292877,1,0.1605985535820395,133.58796728971595,2,0.3200648814666492,0.9492814956562649,1,11,initial_access,1
failed_login_burst,3,2,39.6544522893447,4,0.1112521335671798,52.81282259282438,5,0.0650531738393301,0.4349804748539497,1,20,execution,2
failed_login_burst,5,4,33.89738798747028,2,0.0706899506832379,796.5313725068216,3,0.4226994263292387,0.257345613683449,1,8,initial_access,0
failed_login_burst,2,5,10.227527083001233,3,0.1070715833533425,2.5992026990135506,3,0.3064089391893576,0.1553079844041459,0,6,exfiltration,2
failed_login_burst,1,3,14.9828203996056,3,0.1093297348392495,61.89664787951752,2,0.2869290938408783,0.6414779648282102,1,4,initial_access,0
data_exfil,4,3,35.37493021850508,8,0.0781093710703969,102.96395988734712,3,0.2903784735275986,0.7685936190185998,1,19,lateral_movement,1
failed_login_burst,4,2,43.4649919071798,2,0.0797845337668652,186.51884294848935,5,0.5332569559595493,0.6150305479842808,0,14,lateral_movement,1
failed_login_burst,4,3,28.155737632416905,1,0.0009002096046838,531.0332078568468,4,0.2088428899643232,0.2070295056303383,1,2,lateral_movement,1
data_exfil,3,4,3.0279190750805296,60,0.5904397636557573,142.9365320670221,2,0.3492506599878315,0.6712269244323764,0,2,execution,2
failed_login_burst,3,2,32.6362210396098,2,0.1984463919298854,1195.9771944195063,3,0.1302754256619603,0.2129743918384274,1,18,recon,0
suspicious_process,5,3,39.57137747502063,2,0.001774665847755,1276.637049726649,2,0.4137897422951468,0.6076187986018623,0,13,initial_access,1
data_exfil,4,1,8.531450803653719,40,0.2044185935170327,9.947807372475827,2,0.2608918236058347,0.9443189809390024,1,3,lateral_movement,1
privilege_escalation,4,2,3.858005160495906,2,0.1339620005924511,53.12080452825745,4,0.5082500549542901,0.3231101259180428,0,9,execution,2
data_exfil,1,2,21.58968676653061,2,0.0674159029944521,28.789521149618096,2,0.0801549385769151,0.578843520768877,0,1,lateral_movement,1
privilege_escalation,2,2,19.860504597637156,0,0.1127642980866873,218.1929035152012,4,0.3152876518175035,0.2101305860803807,0,13,recon,1
failed_login_burst,2,1,2.1259696660415344,0,0.1137822972903638,1833.1236483373557,3,0.1208710382493845,0.7893383624806508,0,11,exfiltration,1
data_exfil,3,3,6.2659528804566325,4,0.0502995733502439,1221.0950373537198,3,0.4381899378520455,0.6614454407398134,1,1,execution,1
malware_detected,2,5,14.47923518577091,2,0.0452537214877952,34.72007928471785,2,0.2814458305899824,0.5114139776750204,0,9,execution,2
malware_detected,3,2,28.260590773431176,5,0.5585503726926097,52.821256546415455,4,0.1269122181975315,0.7971338991733158,1,13,exfiltration,1
data_exfil,2,2,62.71401837397149,4,0.2664835037959996,16.77619636104427,2,0.3300551948155791,0.3993349753616814,0,16,execution,1
malware_detected,3,4,18.50973101632597,0,0.115080158798395,25.30557732299861,3,0.0688703798180173,0.5527272048191959,0,8,exfiltration,2
privilege_escalation,4,4,36.470618573579536,4,0.0066484061721889,41.26266635245776,3,0.3368938937385407,0.0648827471809218,0,3,lateral_movement,1
privilege_escalation,3,1,28.901197185458923,3,0.0548732676028402,0.7029767586505004,3,0.2511075215195505,0.1797322175966667,0,4,execution,2
data_exfil,2,3,38.91140697907316,1,0.0407233967300538,565.710204009511,2,0.24847977418302,0.157613781400143,0,10,initial_access,1
failed_login_burst,2,2,16.836484987054266,4,0.007497233996764,112.577794979676,4,0.1184591563213102,0.2823117514401206,0,11,exfiltration,1
failed_login_burst,4,1,12.23031262548905,6,0.2003944502128854,24.491542293958,4,0.3699762817540285,0.7408066583208346,0,9,initial_access,2
policy_violation,2,3,39.39828993538745,1,0.0011585305267655,60.94884447866675,2,0.5559477180818637,0.2737518496908931,0,2,exfiltration,1
failed_login_burst,3,3,24.326388150596436,3,0.0010612463703098,46.62721287321653,3,0.0513467854604341,0.7739634102221346,0,23,execution,2
failed_login_burst,2,4,41.50578231492079,0,0.042090379148436,28.707751665795584,2,0.2289051816162124,0.4969412037199993,1,9,initial_access,0
failed_login_burst,3,3,13.562190446522903,1,0.0032691409329405,42.77569371358098,1,0.0550692560812002,0.7219296720246982,0,6,recon,1
policy_violation,2,4,13.361446283074244,3,0.0113663098378453,5.882154525933508,4,0.4032529490422553,0.6377227541956112,0,14,exfiltration,1
policy_violation,3,3,11.725043898929735,2,0.0044870926643142,133.0240803431934,2,0.0994645167344741,0.2689425062585361,0,6,exfiltration,2
policy_violation,2,2,62.460452080912646,3,0.2078681312697302,2392.451914563519,1,0.2708913943519865,0.3948376049941936,0,15,exfiltration,1
failed_login_burst,2,3,34.593265070062735,4,0.1175118559040522,22.740588004264435,4,0.2350878827259423,0.869080595137878,0,7,execution,2
failed_login_burst,2,4,10.55940726364828,3,0.0804506034539969,188.31106330619983,3,0.5813656432889495,0.8083803522939578,0,3,lateral_movement,1
privilege_escalation,2,2,18.395272222831142,1,0.0849303773536467,50.17674648228571,3,0.4176069840932747,0.7435598715410191,0,13,recon,1
malware_detected,5,3,2.8830616338147057,1,0.0012184575584875,1608.6358467925247,3,0.0235284889592059,0.2054968406229418,0,4,execution,2
malware_detected,2,3,63.35952886313954,2,0.2304639573278679,552.7050299719751,2,0.2768029828655061,0.3629303419114762,0,10,initial_access,1
privilege_escalation,4,4,17.005905082639355,4,0.2752110736631329,55.05513887191261,3,0.4348258891201713,0.6872760936180584,0,12,exfiltration,2
failed_login_burst,3,2,12.232763961853264,2,0.0026918540678743,18.778903130341547,4,0.354825763362269,0.2999461968583113,0,14,exfiltration,1
suspicious_process,4,3,40.32989159105606,2,0.0514089936291367,142.50689689498944,2,0.4022203550251449,0.6589966044332433,1,11,execution,0
policy_violation,2,3,9.096452526284518,2,0.0237155339814446,57.802225840530056,3,0.2368185229859089,0.0710485274608715,0,10,recon,1
failed_login_burst,3,2,25.213435682270298,8,0.0116875229589698,27.521050333738167,2,0.5208144511311241,0.3367760277585949,0,15,initial_access,0
failed_login_burst,5,3,61.36718264279517,5,0.0056214052595154,49.5246108629538,2,0.3079442784730222,0.4182568359215935,1,2,initial_access,1
data_exfil,3,5,22.502455280761755,4,0.3019743529083908,1047.3593329329,3,0.0900943713148632,0.2326418227581187,0,10,recon,2
suspicious_process,5,2,19.015664421738197,3,0.0035643675148234,2577.667652246585,2,0.2108593333786128,0.4266479989287697,0,8,initial_access,1
suspicious_process,2,4,17.361270235194336,5,0.0140354096734769,1355.921165975119,4,0.2299073812461524,0.8101282995510177,0,4,lateral_movement,2
data_exfil,4,5,14.840582519089764,5,0.0015139487029242,26.2213806081827,4,0.4488723480304054,0.3838757281801239,0,17,exfiltration,2
failed_login_burst,2,1,21.95576374554684,4,0.0010726922862462,8.656468572971626,4,0.4982393414824503,0.7167666632011498,1,10,initial_access,0
malware_detected,3,2,36.40419999024594,4,0.1922228004295438,52.51842861613718,2,0.2435585009557038,0.1576786572951918,0,9,initial_access,1
policy_violation,3,3,39.65229653922589,3,0.1261503615079556,36.90766156274211,3,0.0607073163461821,0.4043883349611012,0,22,lateral_movement,1
malware_detected,3,5,16.348207845965064,4,0.1533267994845117,8.055018158930235,2,0.2347886350040277,0.3437821499098002,0,2,initial_access,2
suspicious_process,1,3,34.1274173903732,6,0.0027655723062225,52.837549014287056,3,0.1183802259165583,0.2813575239506236,0,19,initial_access,1
failed_login_burst,2,3,46.87245349946073,1,0.0189674852117049,64.27716925928745,3,0.0306966175486558,0.72606480991939,0,10,initial_access,2
privilege_escalation,3,2,24.58162836120342,55,0.5034831120816732,74.80074020219013,2,0.4813388727433318,0.4076712836116524,0,9,recon,1
malware_detected,2,4,21.2166552281202,7,3.910175113846969e-05,1064.074248054794,4,0.3887275774206663,0.5482968080901126,0,8,exfiltration,2
policy_violation,1,3,35.21159484309687,3,0.1652438714658466,4.433868134027421,3,0.1407486426450339,0.2266363000324668,0,13,initial_access,1
policy_violation,2,4,14.478436626794524,1,0.0100365813714166,125.89394429400647,1,0.1184839709026479,0.099100487196511,0,16,execution,1
privilege_escalation,5,2,5.0958866334101005,6,0.0081534793402231,105.09451964449944,3,0.5429652036828412,0.6571785672627384,0,10,execution,2
suspicious_process,4,2,45.97544953431868,2,0.0183406932331505,102.21748813978486,4,0.0621482624180938,0.1606958950838848,0,5,recon,2
failed_login_burst,2,3,1.538506822284965,2,0.053571215935545,85.76275060391787,4,0.505530157898787,0.6456362411378027,1,10,execution,1
policy_violation,2,3,15.984740260891767,1,0.0426629215992885,11.176771098355507,3,0.3334005540989327,0.6166389085141911,0,18,initial_access,1
failed_login_burst,4,2,0.7506203746061428,5,0.0361514638022838,2470.152990172954,2,0.5340532367150896,0.6657439055248182,0,6,recon,1
malware_detected,5,2,9.256333302340945,2,0.0326301595006025,46.7335860213039,3,0.0943004156809391,0.2412817020948204,0,15,recon,2
malware_detected,4,2,17.568294653825532,24,0.917973758144276,1160.9543181323693,2,0.1020365454710064,0.3782784111031851,0,17,initial_access,1
failed_login_burst,2,2,36.88947799522629,5,0.3084717355568003,5.565065037533566,3,0.3713413960494025,0.6042863957963227,0,8,execution,1
malware_detected,4,4,17.070052062334405,1,0.0722741097854659,17.295051202391054,2,0.1185949845592835,0.7712723467648839,0,9,recon,2
privilege_escalation,5,3,18.43714515914882,3,0.0001473328672565,1210.584716656688,2,0.0687872682762169,0.7864524191523831,1,19,execution,2
failed_login_burst,1,3,21.85243917977755,5,0.1327374003558004,45.400930332691765,2,0.1262524370526722,0.1035044699359045,0,1,initial_access,0
suspicious_process,1,5,0.6083005701014528,4,0.1369405296526235,445.5983420008759,2,0.1333014461439193,0.311977541860752,0,7,recon,1
suspicious_process,2,3,23.04421056494182,60,0.5821630283666455,2.813757067039836,3,0.5155630094814954,0.8805852330621143,1,10,lateral_movement,0
malware_detected,4,4,8.479088887798248,2,0.0222839967595495,93.31472553881692,2,0.0693849630236976,0.3141914930141164,0,2,lateral_movement,2
malware_detected,1,2,23.588603898086603,4,0.0013983515804558,843.9200534941103,4,0.3853854778102942,0.3755947422484545,0,23,initial_access,1
suspicious_process,2,3,47.26374458949169,5,0.0019357294324769,1.4102079503203124,2,0.4457162640290298,0.8386224508454702,1,10,lateral_movement,0
malware_detected,2,4,10.1901797622891,1,0.0027134681366557,28.547286908707196,2,0.5526515452886069,0.5740291490868421,1,11,initial_access,0
policy_violation,4,3,19.150348394238257,3,0.4106996354085986,36.405629260739744,3,0.5916596710336156,0.3978904515993252,0,2,lateral_movement,1
policy_violation,2,2,1.2109275353105358,24,0.388948643574027,33.57343115748793,4,0.4606916665166665,0.4824681709381794,1,3,lateral_movement,0
malware_detected,2,5,11.083006132490082,3,0.0165700009094288,22.31138875722399,2,0.2993156365451572,0.6057109289845489,0,6,execution,2
policy_violation,3,1,23.71992127474489,5,0.2117265843675331,7.972887517032573,2,0.2723536376385559,0.2509998978833989,0,8,lateral_movement,1
failed_login_burst,3,1,17.827662037213038,2,0.0935099218913919,30.91784582451588,2,0.4201222081173285,0.8847766812677602,1,0,recon,0
failed_login_burst,2,3,13.495140945995049,2,0.0721561704311131,220.78311731667992,3,0.1179314593519307,0.4557638239690911,0,14,initial_access,1
suspicious_process,2,3,20.207667528564105,4,0.0007465878552413,56.97116747529426,4,0.4692437015284132,0.3795279784968762,0,12,exfiltration,1
failed_login_burst,5,4,25.25695246425749,0,0.1519268778909262,1010.0567537758918,4,0.562634457045781,0.5066802855166671,0,7,recon,0
data_exfil,3,3,10.503454716148063,2,0.0115685253725707,141.53183581161775,3,0.4120392526421785,0.7265055578648387,0,6,execution,1
data_exfil,2,1,17.610143712438063,5,0.0677677918369552,588.2072580725235,3,0.3023534140320542,0.694057539873418,1,2,recon,1
malware_detected,2,5,14.074505907096096,10,0.1582622918942793,65.05743932888561,3,0.1249444286526277,0.0652550906990601,1,11,recon,1
failed_login_burst,2,1,6.8237147904335895,1,0.0421244773770269,5.042432030226067,2,0.3870672129422826,0.696987668087193,1,11,exfiltration,0
failed_login_burst,3,1,3.939433454517507,21,0.5260864041358453,158.32191732239406,2,0.2943605778314034,0.6255533652219217,0,11,exfiltration,1
failed_login_burst,2,5,5.864075043720671,1,0.0028693309346508,210.7566164338577,5,0.3968123011340924,0.1994567207475824,0,19,initial_access,2
malware_detected,2,2,31.66812892188376,1,0.3873813195697725,27.82328829869014,3,0.0912435963496366,0.7847166793853484,0,17,initial_access,2
suspicious_process,4,1,10.565184649469767,3,0.0088814025398363,17.253310127551245,2,0.287552526511399,0.2253201228599566,0,12,lateral_movement,1
malware_detected,4,2,6.5779319735205695,4,0.0205990931744959,598.2105901421633,3,0.1153860927959871,0.2489559191458636,1,9,recon,1
policy_violation,2,1,21.40412819361913,6,0.0042553172359114,70.34012542852656,3,0.0168587154527443,0.1451609378801927,0,18,initial_access,1
policy_violation,2,2,38.70800748362713,1,0.1627012009147983,32.07221572710798,2,0.1242468253061476,0.661027595559981,0,18,initial_access,0
failed_login_burst,2,3,9.579112102877676,6,0.0046999966362999,52.6603014461584,2,0.0527831801995466,0.7376415893362338,1,16,initial_access,1
failed_login_burst,3,3,7.12250017366393,1,0.1210027776140903,118.17218909162284,2,0.213063809510807,0.0726258359118569,0,7,exfiltration,1
failed_login_burst,1,4,8.824600546718218,4,0.2226688190644715,837.1790872377003,2,0.0251308858777064,0.5011871965053966,0,16,initial_access,2
suspicious_process,4,2,31.279394186695924,3,0.0251780828156008,1173.8692150779848,3,0.0131013925669536,0.1834189160286188,0,3,initial_access,2
failed_login_burst,5,5,6.873354383104379,6,0.0120873876889885,65.53096626535121,3,0.3438439434736964,0.3455398121683799,0,1,initial_access,1
privilege_escalation,2,1,11.104910159978724,8,0.2342939123899591,22.000755644167647,4,0.2964177278517431,0.3389994442548549,0,2,execution,2
data_exfil,5,4,4.6633830663005735,7,0.0003118632300801,59.47759231291043,3,0.5337017931778918,0.3684269090487157,1,11,initial_access,1
privilege_escalation,4,2,3.407592501621074,3,0.0215425442389853,1781.0883844315456,4,0.4871336821874388,0.296825003564178,1,12,initial_access,1
privilege_escalation,2,3,23.56654402504091,9,0.1072081921170891,16.710971382982457,3,0.5387242861732567,0.5381067832752818,1,22,execution,1
failed_login_burst,1,2,41.83604077452634,58,0.3296762428951547,21.96500986918189,3,0.2778403396761744,0.0487526293394448,0,18,recon,0
privilege_escalation,5,2,10.012635032979574,1,0.1385687587537167,33.704797794803,3,0.4646328309464544,0.2443189572904988,0,6,recon,0
policy_violation,2,5,43.98612761388707,3,0.1135492745993936,27.945374050301027,3,0.5751553555314777,0.723161221537757,0,23,initial_access,1
failed_login_burst,2,2,20.591917831438927,2,0.0849651230825209,83.61667621981685,2,0.0279038672616321,0.5403959882854357,0,8,lateral_movement,1
data_exfil,5,3,16.450531986283355,1,0.0017522742350702,32.33701657809948,4,0.4483116047507929,0.580453400221404,0,4,recon,2
privilege_escalation,3,4,31.81942249708607,2,0.0535598449951246,820.3577713333927,2,0.4676141104655426,0.2670472750812117,0,15,recon,1
malware_detected,3,4,53.09150293051263,4,0.0695456284574541,20.504730841037635,4,0.4739326330619618,0.3601851448297472,1,19,exfiltration,1
privilege_escalation,3,2,35.629064502282056,6,0.1787749722468874,8.143840077455256,3,0.5743548150439854,0.6499984733682188,0,10,execution,1
suspicious_process,2,4,46.04755707036538,2,0.1478169866053872,21.89837328894536,2,0.1088006727958828,0.2815765889375076,1,5,initial_access,0
failed_login_burst,2,2,9.28053354100014,1,0.130638619548986,45.35622882725535,3,0.0677393481644765,0.7082667734595892,1,15,execution,1
malware_detected,2,3,37.1562550860809,1,0.1630603206812007,891.9661598343542,4,0.1096330675618569,0.6531286977897243,0,20,recon,2
malware_detected,5,3,10.754081861275546,2,0.0196585563904928,949.4151895910602,5,0.122724782003513,0.9920455208829232,0,10,recon,2
policy_violation,3,2,49.899384420074135,4,0.0028987016167977,94.2815181372985,3,0.3641279759441002,0.5488191249700036,0,8,initial_access,1
failed_login_burst,1,3,31.81651097699565,42,0.5464677615085994,119.60233293179684,4,0.4753358474681732,0.9060496394374874,0,13,recon,1
privilege_escalation,4,2,5.6778413136725305,28,0.6774502689050331,71.83678623059647,4,0.0434453916880663,0.5254666417269391,0,7,execution,2
malware_detected,2,2,13.274860334987174,5,0.0851787072952306,74.34298979348199,3,0.4408872815774259,0.1636957121910714,0,17,exfiltration,1
data_exfil,3,3,16.370221182676005,4,0.0027866423695105,76.13437464647646,3,0.1041019634789161,0.4152305718911366,0,5,initial_access,1
privilege_escalation,5,5,23.00780000030071,2,0.0734106523027174,11.25011533949225,1,0.572765519889405,0.6624069699018516,1,1,execution,0
data_exfil,4,1,42.26854319718543,2,0.0312729784765059,95.22045964524708,5,0.4999198169766074,0.3201007816578447,0,0,initial_access,1
malware_detected,5,2,14.523917165478542,53,0.7120270499027539,40.389615746267154,3,0.5379635146739403,0.4415684965204334,0,3,exfiltration,2
malware_detected,1,2,42.34882445881253,27,0.6104174522214588,273.5780770857194,1,0.2463512997887136,0.702749333196073,0,16,initial_access,1
suspicious_process,2,3,25.70272921356264,1,0.0043425564539862,53.02792509274051,1,0.5888524364404686,0.5674646558955705,0,12,recon,0
failed_login_burst,4,3,15.539894621253358,1,0.131420850807633,45.918775799719455,2,0.0882287730640418,0.7764254224147495,0,3,execution,2
privilege_escalation,5,2,13.764364559882411,8,0.3673493924057492,1377.519353191357,2,0.1427174425966108,0.2918899051023431,0,13,exfiltration,2
