alert_type,src_asset_criticality,dst_asset_criticality,user_risk_score,event_count_24h,failed_login_ratio,geo_distance_km,rule_severity,rule_historical_fpr,detection_confidence,is_known_fp_source,hour_of_day,kill_chain_stage,priority
privilege_escalation,4,5,0.4413216405176411,1,0.24733965850168185,56.165118783123155,2,0.35576684256295654,0.7760752557454391,0,13,recon,2
privilege_escalation,5,5,10.362261290601138,3,0.009773787054185305,21.249581177233868,2,0.5446496712994513,0.4762905697397026,0,17,execution,2
malware_detected,2,4,18.95619301000253,1,0.0021678853784972544,1.037702562702667,2,0.4464582714100849,0.7529343277508461,0,8,exfiltration,2
malware_detected,4,3,7.3905366812865285,29,0.750597490943793,3977.5640202586033,2,0.02751786336838674,0.4843885746579322,0,4,recon,2
failed_login_burst,2,5,2.296499091653444,3,0.004767482192772842,2.856524099968464,2,0.3684868050000029,0.7857192485523242,0,16,execution,2
policy_violation,2,3,22.976138457615917,2,0.014772266165313762,926.1007627215481,4,0.13735907192867944,0.473942090165068,1,10,exfiltration,1
suspicious_process,3,2,3.2944842529258977,5,0.3814626104402585,9.965417489423773,3,0.14889393366720105,0.4610842432420621,1,23,initial_access,0
failed_login_burst,4,1,11.554475104600112,3,0.0002605646106266403,46.921802966381435,3,0.4991612410660843,0.8253489420128955,0,9,recon,2
malware_detected,3,4,61.14753457163082,0,0.018918761138132602,62.73504718508909,3,0.5818850830968725,0.7166118468651488,0,19,initial_access,2
failed_login_burst,2,4,2.3106920406787683,5,0.013443771707291557,38.95896993961189,2,0.3552749594446748,0.14895475269842637,0,13,lateral_movement,1
data_exfil,2,4,29.869777969385286,7,0.35682674076212234,37.64879106718298,2,0.49316228563898085,0.7479828748906557,1,3,initial_access,1
privilege_escalation,5,2,11.214149847936259,5,0.06862077318273753,22.073823955604023,2,0.49684108610783667,0.7027326859192062,0,10,initial_access,1
data_exfil,3,3,10.555778463766847,2,0.08916682648702083,13.084864109016886,2,0.29753053640883037,0.12814132719354168,0,21,execution,1
policy_violation,3,4,26.945784364685977,2,0.28357328748566507,43.107120564759136,2,0.136635348015057,0.7244813747943636,0,6,execution,2
policy_violation,3,3,11.43133826574003,3,0.002466089541994215,48.5971751261021,3,0.20698428706089925,0.4750256639523049,0,5,initial_access,1
failed_login_burst,2,2,19.267054687366027,6,0.3399946154287684,45.46066749420136,2,0.28022091958260964,0.3196399178599775,0,16,recon,0
suspicious_process,4,2,45.48716568749519,3,0.06689267622572716,15.829178120387647,3,0.5960111890147137,0.36472332791796985,0,16,exfiltration,1
failed_login_burst,3,2,57.18968952537794,1,0.00800603609097323,15.333843130855904,3,0.5061315418977553,0.8702806675512603,0,6,initial_access,1
failed_login_burst,4,3,28.155737632416905,1,0.0009002096046838626,531.0332078568468,4,0.2088428899643232,0.20702950563033837,1,2,lateral_movement,1
malware_detected,3,2,27.10293872598494,4,0.21899274104270436,957.5209576701495,3,0.4459011195154422,0.39532079240328166,0,8,exfiltration,1
privilege_escalation,3,5,16.196053085034208,5,0.2753425798580545,1526.7759432964797,4,0.2587622316952726,0.6067668913638812,1,20,lateral_movement,2
policy_violation,3,3,12.435915115970943,4,0.017503066875241922,112.81453020318419,3,0.12465037399752849,0.8437159840364323,0,8,lateral_movement,1
policy_violation,4,2,10.135015922529817,5,0.09342940786564474,15.299525585721302,3,0.3389360930203778,0.7772341220382941,1,2,execution,1
privilege_escalation,3,2,5.108196074071756,1,0.022081765883340484,10.56909795672707,3,0.5856495568685947,0.4243085455191408,1,9,execution,1
suspicious_process,2,4,14.771706453790479,5,0.003106920203777031,317.73556735267687,3,0.4150121537547834,0.13012173944271985,1,11,recon,0
privilege_escalation,4,5,5.323085736240403,8,0.4352889378474662,32.470386687394246,3,0.4613828817569799,0.8209778357196343,0,17,exfiltration,2
malware_detected,4,3,18.85051830731111,1,0.07035301586871491,71.00287067781817,2,0.4940438144780338,0.7031907706868146,0,7,lateral_movement,1
privilege_escalation,2,3,21.21004668400207,22,0.8879976519120258,74.34252037107343,2,0.571457757597658,0.19749385482778076,1,13,execution,0
suspicious_process,5,4,8.23788826746455,2,0.14343839236891465,1595.752429338389,2,0.10399979583902624,0.8719288859177662,0,1,execution,2
failed_login_burst,3,3,13.235015258940821,2,0.19957456559739575,92.7337208258066,2,0.07889882808326809,0.9057267183231629,0,1,initial_access,2
failed_login_burst,4,5,10.027274740838948,2,0.15798838010577249,1096.462922537517,2,0.592922553697047,0.8189213786434354,0,13,recon,1
malware_detected,4,3,25.69339461877333,4,0.2770195361508929,8.527515571279192,2,0.2880467428941278,0.1355468654403303,0,14,execution,2
suspicious_process,2,3,34.62222018055087,2,0.13140589271287212,235.9558302949584,4,0.593680925008452,0.7764688521013854,0,16,execution,1
suspicious_process,2,5,10.613289329016679,1,0.009397916438436528,78.63558428559575,3,0.5596586959021672,0.5200531020138044,1,4,initial_access,1
policy_violation,3,3,16.576430818026456,5,0.10876677449514628,202.55333462962142,3,0.3066769874889001,0.24305652729889132,0,6,lateral_movement,1
suspicious_process,2,3,25.505353952918895,1,0.17487782697103288,56.38979890104876,4,0.27965982282388435,0.41206563637772176,0,4,exfiltration,1
suspicious_process,3,2,3.4963302943104124,1,0.281562909341483,711.3710514610866,4,0.05866914964851712,0.502672569224413,1,12,recon,1
malware_detected,4,2,29.788512045119525,2,0.0005079532047447191,14.513138329981649,2,0.052133333301356125,0.5813466075445273,1,21,execution,2
privilege_escalation,3,2,6.830038324132107,4,0.0009858047395386667,63.657464898724484,2,0.08826612515923621,0.8651068552803912,0,8,exfiltration,2
policy_violation,3,4,3.3800945650000145,4,0.030510982176788562,46.67935949907422,3,0.23295320174320722,0.19348153749814115,1,2,recon,0
data_exfil,4,1,17.06396094676087,3,0.011540418750162684,74.15262870547717,3,0.5984141295285714,0.09672790131025136,1,13,exfiltration,1
privilege_escalation,5,4,41.78304648289699,3,0.10727930309639151,278.18955694193056,3,0.07384968445305856,0.9036709714645763,0,13,recon,2
failed_login_burst,2,2,17.623470643247558,4,0.2315739598469796,1013.6429171326663,1,0.4347789715004748,0.6004443455062921,0,14,initial_access,0
policy_violation,2,4,13.361446283074244,3,0.011366309837845392,5.882154525933508,4,0.4032529490422553,0.6377227541956112,0,14,exfiltration,1
privilege_escalation,2,3,43.50474213450015,4,1.6380245896494463e-05,948.1224941573012,2,0.38626289705674066,0.5677246772765125,0,0,lateral_movement,1
suspicious_process,4,4,10.248505860626787,3,0.02019512370990728,104.64658030841645,2,0.39902424522706614,0.3994081612192978,0,0,initial_access,1
failed_login_burst,3,4,10.903626698930523,4,0.043440479012709345,1109.2284081751498,2,0.31467238708271156,0.3580414559578571,0,2,initial_access,1
failed_login_burst,2,4,6.272400772171324,2,0.010340813474459464,41.80361897388523,2,0.4629940890574585,0.44610511370484224,0,5,lateral_movement,1
policy_violation,2,2,29.20360699719985,0,0.031210053135495183,11.546275822237076,2,0.05887100097887457,0.36987351896865345,0,13,initial_access,1
failed_login_burst,5,2,44.32196298140637,3,0.0001244160250822322,21.159448858201188,2,0.1370683246564989,0.1736753204412889,0,17,lateral_movement,1
failed_login_burst,2,3,60.49789975051652,4,0.002005725459378749,34.44868640916704,4,0.30269603258692307,0.315263959368755,0,0,recon,1
malware_detected,2,2,17.726193044657787,2,0.047196091361484865,1187.8402369287548,2,0.3302164553378218,0.8847279464891923,1,6,recon,0
suspicious_process,3,4,7.333278363587203,3,0.010006751342697963,143.994884474312,1,0.5692168574605074,0.30281866648054057,1,5,recon,0
failed_login_burst,4,2,23.382714207419763,3,0.18933146698593803,1347.4549415006738,2,0.06272695335362592,0.40404797716108487,0,0,initial_access,2
privilege_escalation,3,4,9.628495914741228,0,0.3077052846091886,64.94389172026933,2,0.06808329882332545,0.6122844565777639,0,6,lateral_movement,1
policy_violation,2,2,47.319443078092135,1,0.04058030542732092,39.743268645537185,4,0.3673018644675944,0.2403936276323344,0,20,execution,1
