ts,symbol,weight
2016-01-13,EEM,0.0
2016-01-13,EFA,0.0
2016-01-13,GLD,0.0
2016-01-13,IWM,0.0
2016-01-13,QQQ,0.0
2016-01-13,SPY,0.0
2016-01-13,TLT,0.0
2016-01-13,USO,0.0
2016-01-13,XLF,0.0
2016-01-13,XLK,0.0
2016-01-14,EEM,0.0
2016-01-14,EFA,0.0
2016-01-14,GLD,0.0
2016-01-14,IWM,0.0
2016-01-14,QQQ,0.0
2016-01-14,SPY,0.0
2016-01-14,TLT,0.0
2016-01-14,USO,0.0
2016-01-14,XLF,0.0
2016-01-14,XLK,0.0
2016-01-15,EEM,0.0
2016-01-15,EFA,0.0
2016-01-15,GLD,0.0
2016-01-15,IWM,0.0
2016-01-15,QQQ,0.0
2016-01-15,SPY,0.0
2016-01-15,TLT,0.0
2016-01-15,USO,0.0
2016-01-15,XLF,0.0
2016-01-15,XLK,0.0
2016-01-19,EEM,0.0
2016-01-19,EFA,0.0
2016-01-19,GLD,0.0
2016-01-19,IWM,0.0
2016-01-19,QQQ,0.0
2016-01-19,SPY,0.0
2016-01-19,TLT,0.0
2016-01-19,USO,0.0
2016-01-19,XLF,0.0
2016-01-19,XLK,0.0
2016-01-20,EEM,0.0
2016-01-20,EFA,0.0
2016-01-20,GLD,0.0
2016-01-20,IWM,0.0
2016-01-20,QQQ,0.0
2016-01-20,SPY,0.0
2016-01-20,TLT,0.0
2016-01-20,USO,0.0
2016-01-20,XLF,0.0
2016-01-20,XLK,0.0
2016-01-21,EEM,0.0
2016-01-21,EFA,0.0
2016-01-21,GLD,0.0
2016-01-21,IWM,0.0
2016-01-21,QQQ,0.0
2016-01-21,SPY,0.0
2016-01-21,TLT,0.0
2016-01-21,USO,0.0
2016-01-21,XLF,0.0
2016-01-21,XLK,0.0
2016-01-22,EEM,0.0
2016-01-22,EFA,0.0
2016-01-22,GLD,0.0
2016-01-22,IWM,0.0
2016-01-22,QQQ,0.0
2016-01-22,SPY,0.0
2016-01-22,TLT,0.0
2016-01-22,USO,0.0
2016-01-22,XLF,0.0
2016-01-22,XLK,0.0
2016-01-25,EEM,0.0
2016-01-25,EFA,0.0
2016-01-25,GLD,0.0
2016-01-25,IWM,0.0
2016-01-25,QQQ,0.0
2016-01-25,SPY,0.0
2016-01-25,TLT,0.0
2016-01-25,USO,0.0
2016-01-25,XLF,0.0
2016-01-25,XLK,0.0
2016-01-26,EEM,0.0
2016-01-26,EFA,0.0
2016-01-26,GLD,0.0
2016-01-26,IWM,0.0
2016-01-26,QQQ,0.0
2016-01-26,SPY,0.0
2016-01-26,TLT,0.0
2016-01-26,USO,0.0
2016-01-26,XLF,0.0
2016-01-26,XLK,0.0
2016-01-27,EEM,0.0
2016-01-27,EFA,0.0
2016-01-27,GLD,0.0
2016-01-27,IWM,0.0
2016-01-27,QQQ,0.0
2016-01-27,SPY,0.0
2016-01-27,TLT,0.0
2016-01-27,USO,0.0
2016-01-27,XLF,0.0
2016-01-27,XLK,0.0
2016-01-28,EEM,0.0
2016-01-28,EFA,0.0
2016-01-28,GLD,0.0
2016-01-28,IWM,0.0
2016-01-28,QQQ,0.0
2016-01-28,SPY,0.0
2016-01-28,TLT,0.0
2016-01-28,USO,0.0
2016-01-28,XLF,0.0
2016-01-28,XLK,0.0
2016-01-29,EEM,0.0
2016-01-29,EFA,0.0
2016-01-29,GLD,0.0
2016-01-29,IWM,0.0
2016-01-29,QQQ,0.0
2016-01-29,SPY,0.0
2016-01-29,TLT,0.0
2016-01-29,USO,0.0
2016-01-29,XLF,0.0
2016-01-29,XLK,0.0
2016-02-01,EEM,0.0
2016-02-01,EFA,0.0
2016-02-01,GLD,0.0
2016-02-01,IWM,0.0
2016-02-01,QQQ,0.0
2016-02-01,SPY,0.0
2016-02-01,TLT,0.0
2016-02-01,USO,0.0
2016-02-01,XLF,0.0
2016-02-01,XLK,0.0
2016-02-02,EEM,0.0
2016-02-02,EFA,0.0
2016-02-02,GLD,0.0
2016-02-02,IWM,0.0
2016-02-02,QQQ,0.0
2016-02-02,SPY,0.0
2016-02-02,TLT,0.0
2016-02-02,USO,0.0
2016-02-02,XLF,0.0
2016-02-02,XLK,0.0
2016-02-03,EEM,0.0
2016-02-03,EFA,0.0
2016-02-03,GLD,0.0
2016-02-03,IWM,0.0
2016-02-03,QQQ,0.0
2016-02-03,SPY,0.0
2016-02-03,TLT,0.0
2016-02-03,USO,0.0
2016-02-03,XLF,0.0
2016-02-03,XLK,0.0
2016-02-04,EEM,0.0
2016-02-04,EFA,0.0
2016-02-04,GLD,0.0
2016-02-04,IWM,0.0
2016-02-04,QQQ,0.0
2016-02-04,SPY,0.0
2016-02-04,TLT,0.0
2016-02-04,USO,0.0
2016-02-04,XLF,0.0
2016-02-04,XLK,0.0
2016-02-05,EEM,0.0
2016-02-05,EFA,0.0
2016-02-05,GLD,0.0
2016-02-05,IWM,0.0
2016-02-05,QQQ,0.0
2016-02-05,SPY,0.0
2016-02-05,TLT,0.0
2016-02-05,USO,0.0
2016-02-05,XLF,0.0
2016-02-05,XLK,0.0
2016-02-08,EEM,0.0
2016-02-08,EFA,0.0
2016-02-08,GLD,0.0
2016-02-08,IWM,0.0
2016-02-08,QQQ,0.0
2016-02-08,SPY,0.0
2016-02-08,TLT,0.0
2016-02-08,USO,0.0
2016-02-08,XLF,0.0
2016-02-08,XLK,0.0
2016-02-09,EEM,0.0
2016-02-09,EFA,0.0
2016-02-09,GLD,0.0
2016-02-09,IWM,0.0
2016-02-09,QQQ,0.0
2016-02-09,SPY,0.0
2016-02-09,TLT,0.0
2016-02-09,USO,0.0
2016-02-09,XLF,0.0
2016-02-09,XLK,0.0
2016-02-10,EEM,0.0
2016-02-10,EFA,0.0
2016-02-10,GLD,0.0
2016-02-10,IWM,0.0
2016-02-10,QQQ,0.0
2016-02-10,SPY,0.0
2016-02-10,TLT,0.0
2016-02-10,USO,0.0
2016-02-10,XLF,0.0
2016-02-10,XLK,0.0
2016-02-11,EEM,0.0
2016-02-11,EFA,0.0
2016-02-11,GLD,0.0
2016-02-11,IWM,0.0
2016-02-11,QQQ,0.0
2016-02-11,SPY,0.0
2016-02-11,TLT,0.0
2016-02-11,USO,0.0
2016-02-11,XLF,0.0
2016-02-11,XLK,0.0
2016-02-12,EEM,0.0
2016-02-12,EFA,0.0
2016-02-12,GLD,0.0
2016-02-12,IWM,0.0
2016-02-12,QQQ,0.0
2016-02-12,SPY,0.0
2016-02-12,TLT,0.0
2016-02-12,USO,0.0
2016-02-12,XLF,0.0
2016-02-12,XLK,0.0
2016-02-16,EEM,0.0
2016-02-16,EFA,0.0
2016-02-16,GLD,0.0
2016-02-16,IWM,0.0
2016-02-16,QQQ,0.0
2016-02-16,SPY,0.0
2016-02-16,TLT,0.0
2016-02-16,USO,0.0
2016-02-16,XLF,0.0
2016-02-16,XLK,0.0
2016-02-17,EEM,0.0
2016-02-17,EFA,0.0
2016-02-17,GLD,0.0
2016-02-17,IWM,0.0
2016-02-17,QQQ,0.0
2016-02-17,SPY,0.0
2016-02-17,TLT,0.0
2016-02-17,USO,0.0
2016-02-17,XLF,0.0
2016-02-17,XLK,0.0
2016-02-18,EEM,0.0
2016-02-18,EFA,0.0
2016-02-18,GLD,0.0
2016-02-18,IWM,0.0
2016-02-18,QQQ,0.0
2016-02-18,SPY,0.0
2016-02-18,TLT,0.0
2016-02-18,USO,0.0
2016-02-18,XLF,0.0
2016-02-18,XLK,0.0
2016-02-19,EEM,0.0
2016-02-19,EFA,0.0
2016-02-19,GLD,0.0
2016-02-19,IWM,0.0
2016-02-19,QQQ,0.0
2016-02-19,SPY,0.0
2016-02-19,TLT,0.0
2016-02-19,USO,0.0
2016-02-19,XLF,0.0
2016-02-19,XLK,0.0
2016-02-22,EEM,0.0
2016-02-22,EFA,0.0
2016-02-22,GLD,0.0
2016-02-22,IWM,0.0
2016-02-22,QQQ,0.0
2016-02-22,SPY,0.0
2016-02-22,TLT,0.0
2016-02-22,USO,0.0
2016-02-22,XLF,0.0
2016-02-22,XLK,0.0
2016-02-23,EEM,0.0
2016-02-23,EFA,0.0
2016-02-23,GLD,0.0
2016-02-23,IWM,0.0
2016-02-23,QQQ,0.0
2016-02-23,SPY,0.0
2016-02-23,TLT,0.0
2016-02-23,USO,0.0
2016-02-23,XLF,0.0
2016-02-23,XLK,0.0
2016-02-24,EEM,0.0
2016-02-24,EFA,0.0
2016-02-24,GLD,0.0
2016-02-24,IWM,0.0
2016-02-24,QQQ,0.0
2016-02-24,SPY,0.0
2016-02-24,TLT,0.0
2016-02-24,USO,0.0
2016-02-24,XLF,0.0
2016-02-24,XLK,0.0
2016-02-25,EEM,0.0
2016-02-25,EFA,0.0
2016-02-25,GLD,0.0
2016-02-25,IWM,0.0
2016-02-25,QQQ,0.0
2016-02-25,SPY,0.0
2016-02-25,TLT,0.0
2016-02-25,USO,0.0
2016-02-25,XLF,0.0
2016-02-25,XLK,0.0
2016-02-26,EEM,0.0
2016-02-26,EFA,0.0
2016-02-26,GLD,0.0
2016-02-26,IWM,0.0
2016-02-26,QQQ,0.0
2016-02-26,SPY,0.0
2016-02-26,TLT,0.0
2016-02-26,USO,0.0
2016-02-26,XLF,0.0
2016-02-26,XLK,0.0
2016-02-29,EEM,0.0
2016-02-29,EFA,0.0
2016-02-29,GLD,0.0
2016-02-29,IWM,0.0
2016-02-29,QQQ,0.0
2016-02-29,SPY,0.0
2016-02-29,TLT,0.0
2016-02-29,USO,0.0
2016-02-29,XLF,0.0
2016-02-29,XLK,0.0
2016-03-01,EEM,0.0
2016-03-01,EFA,0.0
2016-03-01,GLD,0.0
2016-03-01,IWM,0.0
2016-03-01,QQQ,0.0
2016-03-01,SPY,0.0
2016-03-01,TLT,0.0
2016-03-01,USO,0.0
2016-03-01,XLF,0.0
2016-03-01,XLK,0.0
2016-03-02,EEM,0.0
2016-03-02,EFA,0.0
2016-03-02,GLD,0.0
2016-03-02,IWM,0.0
2016-03-02,QQQ,0.0
2016-03-02,SPY,0.0
2016-03-02,TLT,0.0
2016-03-02,USO,0.0
2016-03-02,XLF,0.0
2016-03-02,XLK,0.0
2016-03-03,EEM,0.0
2016-03-03,EFA,0.0
2016-03-03,GLD,0.0
2016-03-03,IWM,0.0
2016-03-03,QQQ,0.0
2016-03-03,SPY,0.0
2016-03-03,TLT,0.0
2016-03-03,USO,0.0
2016-03-03,XLF,0.0
2016-03-03,XLK,0.0
2016-03-04,EEM,0.0
2016-03-04,EFA,0.0
2016-03-04,GLD,0.0
2016-03-04,IWM,0.0
2016-03-04,QQQ,0.0
2016-03-04,SPY,0.0
2016-03-04,TLT,0.0
2016-03-04,USO,0.0
2016-03-04,XLF,0.0
2016-03-04,XLK,0.0
2016-03-07,EEM,0.0
2016-03-07,EFA,0.0
2016-03-07,GLD,0.0
2016-03-07,IWM,0.0
2016-03-07,QQQ,0.0
2016-03-07,SPY,0.0
2016-03-07,TLT,0.0
2016-03-07,USO,0.0
2016-03-07,XLF,0.0
2016-03-07,XLK,0.0
2016-03-08,EEM,0.0
2016-03-08,EFA,0.0
2016-03-08,GLD,0.0
2016-03-08,IWM,0.0
2016-03-08,QQQ,0.0
2016-03-08,SPY,0.0
2016-03-08,TLT,0.0
2016-03-08,USO,0.0
2016-03-08,XLF,0.0
2016-03-08,XLK,0.0
2016-03-09,EEM,0.0
2016-03-09,EFA,0.0
2016-03-09,GLD,0.0
2016-03-09,IWM,0.0
2016-03-09,QQQ,0.0
2016-03-09,SPY,0.0
2016-03-09,TLT,0.0
2016-03-09,USO,0.0
2016-03-09,XLF,0.0
2016-03-09,XLK,0.0
2016-03-10,EEM,0.0
2016-03-10,EFA,0.0
2016-03-10,GLD,0.0
2016-03-10,IWM,0.0
2016-03-10,QQQ,0.0
2016-03-10,SPY,0.0
2016-03-10,TLT,0.0
2016-03-10,USO,0.0
2016-03-10,XLF,0.0
2016-03-10,XLK,0.0
2016-03-11,EEM,0.0
2016-03-11,EFA,0.0
2016-03-11,GLD,0.0
2016-03-11,IWM,0.0
2016-03-11,QQQ,0.0
2016-03-11,SPY,0.0
2016-03-11,TLT,0.0
2016-03-11,USO,0.0
2016-03-11,XLF,0.0
2016-03-11,XLK,0.0
2016-03-14,EEM,0.0
2016-03-14,EFA,0.0
2016-03-14,GLD,0.0
2016-03-14,IWM,0.0
2016-03-14,QQQ,0.0
2016-03-14,SPY,0.0
2016-03-14,TLT,0.0
2016-03-14,USO,0.0
2016-03-14,XLF,0.0
2016-03-14,XLK,0.0
2016-03-15,EEM,0.06409723622369633
2016-03-15,EFA,0.08459417895026765
2016-03-15,GLD,0.08207093961206288
2016-03-15,IWM,0.08162026695808271
2016-03-15,QQQ,0.08059063546435544
2016-03-15,SPY,0.10280130976587519
2016-03-15,TLT,0.12977027273944677
2016-03-15,USO,0.030849451811175294
2016-03-15,XLF,0.075556180733262
2016-03-15,XLK,0.09119611382175104
2016-03-16,EEM,0.06402038755868757
2016-03-16,EFA,0.0876541081279647
2016-03-16,GLD,0.07650828688986563
2016-03-16,IWM,0.08378092817381913
2016-03-16,QQQ,0.08637548796103794
2016-03-16,SPY,0.1084414324319081
2016-03-16,TLT,0.13087714552013793
2016-03-16,USO,0.0313861097783295
2016-03-16,XLF,0.07641780704255013
2016-03-16,XLK,0.09631873294276289
2016-03-17,EEM,0.06273120075421743
2016-03-17,EFA,0.0884988936691739
2016-03-17,GLD,0.08352259651298305
2016-03-17,IWM,0.08277976389329612
2016-03-17,QQQ,0.09001724386306612
2016-03-17,SPY,0.10982331526986716
2016-03-17,TLT,0.14094963667917398
2016-03-17,USO,0.0311962905983467
2016-03-17,XLF,0.0765201656221914
2016-03-17,XLK,0.09774705279854934
2016-03-18,EEM,0.06348963819047874
2016-03-18,EFA,0.08838480282125466
2016-03-18,GLD,0.08409040307701743
2016-03-18,IWM,0.0824405201590638
2016-03-18,QQQ,0.0896402952876384
2016-03-18,SPY,0.10959884055510538
2016-03-18,TLT,0.14051308434067336
2016-03-18,USO,0.03140673734650591
2016-03-18,XLF,0.07671708177637213
2016-03-18,XLK,0.09667881693843586
2016-03-21,EEM,0.06625746577698453
2016-03-21,EFA,0.08935652857405478
2016-03-21,GLD,0.08946056482491675
2016-03-21,IWM,0.08256305659909423
2016-03-21,QQQ,0.09366135781991285
2016-03-21,SPY,0.11487653827954786
2016-03-21,TLT,0.13709689477046735
2016-03-21,USO,0.03234723075712661
2016-03-21,XLF,0.07823477191872026
2016-03-21,XLK,0.09930906281937672
2016-03-22,EEM,0.07230027726792651
2016-03-22,EFA,0.09731220198130316
2016-03-22,GLD,0.09343947989984284
2016-03-22,IWM,0.08495703082758603
2016-03-22,QQQ,0.10342252324258164
2016-03-22,SPY,0.1259403983440909
2016-03-22,TLT,0.1390517577452732
2016-03-22,USO,0.035878361990861356
2016-03-22,XLF,0.08445864410723862
2016-03-22,XLK,0.11091094073035093
2016-03-23,EEM,0.06799145251388496
2016-03-23,EFA,0.09407679111199568
2016-03-23,GLD,0.08349999634871597
2016-03-23,IWM,0.07651088757425355
2016-03-23,QQQ,0.10122284161001188
2016-03-23,SPY,0.12138670258822588
2016-03-23,TLT,0.1289710793495836
2016-03-23,USO,0.03296102660963247
2016-03-23,XLF,0.08298045353479044
2016-03-23,XLK,0.10840436526740405
2016-03-24,EEM,0.06754405431709275
2016-03-24,EFA,0.09413974660000136
2016-03-24,GLD,0.08359971284206485
2016-03-24,IWM,0.07707617708173581
2016-03-24,QQQ,0.10294809950348785
2016-03-24,SPY,0.1261686866785411
2016-03-24,TLT,0.13001899469443345
2016-03-24,USO,0.03307339941766593
2016-03-24,XLF,0.08339161934403116
2016-03-24,XLK,0.11181183970553232
2016-03-28,EEM,0.06954971184449793
2016-03-28,EFA,0.09437891287009235
2016-03-28,GLD,0.08417358716348196
2016-03-28,IWM,0.07728789492942244
2016-03-28,QQQ,0.1029207969944151
2016-03-28,SPY,0.12710901146881068
2016-03-28,TLT,0.13523628813549254
2016-03-28,USO,0.033015226466423735
2016-03-28,XLF,0.08371672517537712
2016-03-28,XLK,0.11186857731752181
2016-03-29,EEM,0.0766881288300287
2016-03-29,EFA,0.10533359718793124
2016-03-29,GLD,0.09047782868833695
2016-03-29,IWM,0.07872850989955274
2016-03-29,QQQ,0.11250615211553008
2016-03-29,SPY,0.14533442270893007
2016-03-29,TLT,0.0
2016-03-29,USO,0.03629859305467173
2016-03-29,XLF,0.09656617022491408
2016-03-29,XLK,0.12229537193235833
2016-03-30,EEM,0.08285952613299957
2016-03-30,EFA,0.11527189353704362
2016-03-30,GLD,0.08301121379798351
2016-03-30,IWM,0.07778420760028588
2016-03-30,QQQ,0.15035533010088617
2016-03-30,SPY,0.17978351026605047
2016-03-30,TLT,0.0
2016-03-30,USO,0.03419639642243394
2016-03-30,XLF,0.11812567354368338
2016-03-30,XLK,0.1586122485986334
2016-03-31,EEM,0.08399261859203787
2016-03-31,EFA,0.11123171373771196
2016-03-31,GLD,0.08383767072796046
2016-03-31,IWM,0.0787606685391998
2016-03-31,QQQ,0.1500744250922718
2016-03-31,SPY,0.17871242952385083
2016-03-31,TLT,0.0
2016-03-31,USO,0.03443756195631225
2016-03-31,XLF,0.12195833248647318
2016-03-31,XLK,0.15699457934418168
2016-04-01,EEM,0.08507227172458169
2016-04-01,EFA,0.11003147976374131
2016-04-01,GLD,0.08962544830254254
2016-04-01,IWM,0.08027736160193984
2016-04-01,QQQ,0.14629891166990272
2016-04-01,SPY,0.1772404379387524
2016-04-01,TLT,0.0
2016-04-01,USO,0.033229290331888935
2016-04-01,XLF,0.12173575847313094
2016-04-01,XLK,0.15648904019351964
2016-04-04,EEM,0.08742097256609234
2016-04-04,EFA,0.11229976335692585
2016-04-04,GLD,0.08982752931222292
2016-04-04,IWM,0.0798013016196037
2016-04-04,QQQ,0.14490247148689372
2016-04-04,SPY,0.17568165041996459
2016-04-04,TLT,0.0
2016-04-04,USO,0.03471604009545244
2016-04-04,XLF,0.12155062056248399
2016-04-04,XLK,0.1537996505803606
2016-04-05,EEM,0.08475474711135934
2016-04-05,EFA,0.10552752297218726
2016-04-05,GLD,0.09066070244036602
2016-04-05,IWM,0.08270031757079534
2016-04-05,QQQ,0.14601365087291615
2016-04-05,SPY,0.16796854530955566
2016-04-05,TLT,0.0
2016-04-05,USO,0.03930651734085981
2016-04-05,XLF,0.11800766804617084
2016-04-05,XLK,0.1540149660780239
2016-04-06,EEM,0.08717784230883677
2016-04-06,EFA,0.1001694107569688
2016-04-06,GLD,0.08964561592576976
2016-04-06,IWM,0.08958958685267085
2016-04-06,QQQ,0.13937341245336707
2016-04-06,SPY,0.17365738261787744
2016-04-06,TLT,0.0
2016-04-06,USO,0.03762142551076019
2016-04-06,XLF,0.127783103915543
2016-04-06,XLK,0.15498221965820616
2016-04-07,EEM,0.08196552715716676
2016-04-07,EFA,0.09671106950351664
2016-04-07,GLD,0.08764740576926688
2016-04-07,IWM,0.08708545932589208
2016-04-07,QQQ,0.12613869438596934
2016-04-07,SPY,0.15738121395828777
2016-04-07,TLT,0.0
2016-04-07,USO,0.041951128854582055
2016-04-07,XLF,0.11385755468060968
2016-04-07,XLK,0.138531359652026
2016-04-08,EEM,0.07884501971420967
2016-04-08,EFA,0.09007594637846018
2016-04-08,GLD,0.0923126209978487
2016-04-08,IWM,0.0883232986779159
2016-04-08,QQQ,0.12636874566495856
2016-04-08,SPY,0.15719855767260196
2016-04-08,TLT,0.0
2016-04-08,USO,0.03762885415390679
2016-04-08,XLF,0.11351153390597335
2016-04-08,XLK,0.13880835038440073
2016-04-11,EEM,0.06851179962494094
2016-04-11,EFA,0.08722493561689179
2016-04-11,GLD,0.07862705387429521
2016-04-11,IWM,0.07989209956918425
2016-04-11,QQQ,0.1157839795200642
2016-04-11,SPY,0.15232576918619123
2016-04-11,TLT,0.13842525326528893
2016-04-11,USO,0.0311294689395457
2016-04-11,XLF,0.12180018918799927
2016-04-11,XLK,0.1262794512155983
2016-04-12,EEM,0.06929366945476
2016-04-12,EFA,0.08534708463885633
2016-04-12,GLD,0.0842316638255515
2016-04-12,IWM,0.08087928896007068
2016-04-12,QQQ,0.11682251511948427
2016-04-12,SPY,0.14918137987126975
2016-04-12,TLT,0.13710610423157815
2016-04-12,USO,0.03212625201975746
2016-04-12,XLF,0.11687162981494463
2016-04-12,XLK,0.12814041206372725
2016-04-13,EEM,0.07299855862008668
2016-04-13,EFA,0.08657899228042745
2016-04-13,GLD,0.08538807044631397
2016-04-13,IWM,0.08292962130479484
2016-04-13,QQQ,0.11606585645560911
2016-04-13,SPY,0.1482808347521227
2016-04-13,TLT,0.14241672176896106
2016-04-13,USO,0.03370836920480187
2016-04-13,XLF,0.10265211906644682
2016-04-13,XLK,0.12898085610043555
2016-04-14,EEM,0.07398124037242616
2016-04-14,EFA,0.08575438764329642
2016-04-14,GLD,0.09009074794428763
2016-04-14,IWM,0.08129302880829077
2016-04-14,QQQ,0.1157928014583543
2016-04-14,SPY,0.14692162429720831
2016-04-14,TLT,0.13697643257635636
2016-04-14,USO,0.03549355227388603
2016-04-14,XLF,0.1008891543748921
2016-04-14,XLK,0.1328070302510019
2016-04-15,EEM,0.07785684911065285
2016-04-15,EFA,0.08568966756480959
2016-04-15,GLD,0.08811906916706466
2016-04-15,IWM,0.08345860687231904
2016-04-15,QQQ,0.11426415647121722
2016-04-15,SPY,0.14797453848570938
2016-04-15,TLT,0.1324647374915435
2016-04-15,USO,0.03627465174580094
2016-04-15,XLF,0.10320117710688875
2016-04-15,XLK,0.13069654598399408
2016-04-18,EEM,0.08603935101903158
2016-04-18,EFA,0.09355691054597025
2016-04-18,GLD,0.0
2016-04-18,IWM,0.0925081449828858
2016-04-18,QQQ,0.12593000063169782
2016-04-18,SPY,0.1601133060957162
2016-04-18,TLT,0.14417299726292632
2016-04-18,USO,0.04002625664969777
2016-04-18,XLF,0.11282407160787228
2016-04-18,XLK,0.1448289612042019
2016-04-19,EEM,0.08429799419943088
2016-04-19,EFA,0.09033216803849113
2016-04-19,GLD,0.0
2016-04-19,IWM,0.09403408938328434
2016-04-19,QQQ,0.12502594565044983
2016-04-19,SPY,0.16183011794881233
2016-04-19,TLT,0.15056017238985478
2016-04-19,USO,0.039599710694831994
2016-04-19,XLF,0.11018870707285255
2016-04-19,XLK,0.14413109462199233
2016-04-20,EEM,0.08493863211776403
2016-04-20,EFA,0.09160608753340711
2016-04-20,GLD,0.0
2016-04-20,IWM,0.0953007786189541
2016-04-20,QQQ,0.12660117080576888
2016-04-20,SPY,0.16401734452521138
2016-04-20,TLT,0.14200292717849458
2016-04-20,USO,0.038797666523939914
2016-04-20,XLF,0.11107373052921934
2016-04-20,XLK,0.1456616621672409
2016-04-21,EEM,0.08536030640412123
2016-04-21,EFA,0.09016813010057051
2016-04-21,GLD,0.0
2016-04-21,IWM,0.10419591171419214
2016-04-21,QQQ,0.12688925610824434
2016-04-21,SPY,0.1605433594948352
2016-04-21,TLT,0.14344892465595077
2016-04-21,USO,0.040194376354163466
2016-04-21,XLF,0.10661567615263583
2016-04-21,XLK,0.14258405901528642
2016-04-22,EEM,0.08725223977653929
2016-04-22,EFA,0.09449537294819693
2016-04-22,GLD,0.0
2016-04-22,IWM,0.10600747922110854
2016-04-22,QQQ,0.11877063968801393
2016-04-22,SPY,0.16557636284045052
2016-04-22,TLT,0.14748371397785376
2016-04-22,USO,0.04153328953027746
2016-04-22,XLF,0.1106035492658334
2016-04-22,XLK,0.1282773527517262
2016-04-25,EEM,0.0869471730775052
2016-04-25,EFA,0.09427934109625116
2016-04-25,GLD,0.0
2016-04-25,IWM,0.1041068732885574
2016-04-25,QQQ,0.11978538590349212
2016-04-25,SPY,0.16579483790125718
2016-04-25,TLT,0.14784389495919487
2016-04-25,USO,0.04108490914154193
2016-04-25,XLF,0.11068602486063987
2016-04-25,XLK,0.12947155977156008
2016-04-26,EEM,0.08269525406941117
2016-04-26,EFA,0.09000273717028981
2016-04-26,GLD,0.0
2016-04-26,IWM,0.11662387581227211
2016-04-26,QQQ,0.121752953441199
2016-04-26,SPY,0.1628170063534731
2016-04-26,TLT,0.14840742434589516
2016-04-26,USO,0.038942219977437374
2016-04-26,XLF,0.10367268097992037
2016-04-26,XLK,0.13508584785010191
2016-04-27,EEM,0.08347291523239608
2016-04-27,EFA,0.09047942178434745
2016-04-27,GLD,0.0
2016-04-27,IWM,0.11648501759828453
2016-04-27,QQQ,0.1202394906297889
2016-04-27,SPY,0.16380385258765012
2016-04-27,TLT,0.14589544902323262
2016-04-27,USO,0.03825767488611916
2016-04-27,XLF,0.10378078912985125
2016-04-27,XLK,0.1375853891283298
2016-04-28,EEM,0.0844325443719995
2016-04-28,EFA,0.09157114854842761
2016-04-28,GLD,0.0
2016-04-28,IWM,0.11369988043008601
2016-04-28,QQQ,0.11889813426353359
2016-04-28,SPY,0.1599656881927114
2016-04-28,TLT,0.15388947303771436
2016-04-28,USO,0.039696369448149714
2016-04-28,XLF,0.10310938870791525
2016-04-28,XLK,0.13473737299946245
2016-04-29,EEM,0.07567638282245968
2016-04-29,EFA,0.08426198106349597
2016-04-29,GLD,0.08956301968380252
2016-04-29,IWM,0.09939699196240362
2016-04-29,QQQ,0.1123506996803181
2016-04-29,SPY,0.14483405904389082
2016-04-29,TLT,0.1375427318138945
2016-04-29,USO,0.039122184799319164
2016-04-29,XLF,0.0925592129418416
2016-04-29,XLK,0.12469273618857384
2016-05-02,EEM,0.0792990249343454
2016-05-02,EFA,0.08526636318250974
2016-05-02,GLD,0.09258346547637505
2016-05-02,IWM,0.10228281276613323
2016-05-02,QQQ,0.10960707778273152
2016-05-02,SPY,0.1433453657579024
